lat,lng,gid,entidad,objeto,fna,gna,nam,tap,jap,caa,fdc,sag,area
-34.0425727095,-67.9353699849994,267,falso,Área protegida,Reserva Provincial Forestal y de Biósfera Ñacunán,Reserva Provincial Forestal y de Biósfera,Ñacunán,2,3,17,SIB/IGN/Ley Provincial Nº 2.827/1961/Ley Provincial Nº 6.045/1993,IGN,129486
-30.0787023745,-67.9843234980188,249,falso,Área protegida,Parque Natural Ischigualasto,Parque Natural,Ischigualasto,1,3,17,SIB/IGN/Ley Provincial Nº 3.666/1971,IGN,637493
-31.478751593,-69.3945900462586,250,falso,Área protegida,Monumento Natural Provincial Cerro Alcázar,Monumento Natural Provincial,Cerro Alcazar,3,3,17,SIB/IGN/Decreto Provincial Nº 271/1993,IGN,1016
-32.033054814,-68.8118160200668,251,falso,Área protegida,Paisaje Protegido Pedernal,Paisaje Protegido,Pedernal,2,3,17,SIB/IGN/Ley Provincial Nº 7.028,IGN,193695
-30.099135088,-68.5711168979539,252,falso,Área protegida,Área Natural Protegida La Ciénaga,Área Natural Protegida,La Ciénaga,2,3,17,SIB/IGN/Ley Provincial Nº 7.640/2005,IGN,139662
-36.653437341,-70.468849248287,262,falso,Área protegida,Área Natural Protegida Provincial del Sistema Domuyo,Área Natural Protegida Provincial,del Sistema Domuyo,2,3,-1,SIB/IGN04/Dirección Provincial de Áreas Naturales Protegidas/Decreto Provincial Nº 587/1989,IGN,929762
-33.1086982,-69.824527013112,263,falso,Área protegida,Parque Provincial Volcán Tupungato,Parque Provincial,Volcán Tupungato,1,3,17,SIB/IGN/Secretaría de Ambiente y Ordenamiento Territorial Pcial.,IGN,1853878
-37.8386807495,-71.0370573200206,253,falso,Área protegida,Parque Provincial Copahue - Caviahue,Parque Provincial,Copahue - Caviahue,1,3,17,Dirección Pcial. de Áreas Protegidas/SIB/IGN mapa Pcial. Neuquén,IGN,290362
-24.1985506335,-63.5310432690262,256,falso,Área protegida,Reserva Provincial de Flora y Fauna Los Palmares,Reserva Provincial de Flora y Fauna,Los Palmares,2,3,17,SIB/IGN/Ley Provincial Nº 5.360/1979,IGN,141779
-37.7589560805,-68.902769414461,257,falso,Área protegida,Reserva Provincial de Uso Múltiple Auca Mahuida,Reserva Provincial de Uso Múltiple,Auca Mahuida,2,3,17,SIB/IGN/Decreto Provincial Nº 1.446/1996,IGN,764364
-38.6104961455,-70.3897339269988,258,falso,Área protegida,Área Natural Protegida Cuchillo - Curá,Área Natural Protegida,Cuchillo - Curá,2,3,17,SIB/IGN/Decreto Provincial Nº 161/2003,IGN,3861
-45.8223126609999,-69.042083692088,259,falso,Área protegida,Reserva Natural Turística de Objetivo Específico Bosque Petrificado Sarmiento,Reserva Natural Turística de Objetivo Específico,Bosque Petrificado Sarmiento,2,3,17,SIB/IGN/Ley Provincial Nº XXIII - Nº 12,IGN,18863
-42.6481406739999,-70.1044442039281,260,falso,Área protegida,Reserva Natural Turística Piedra Parada,Reserva Natural Turística,Piedra Parada,2,3,17,SIB/IGN/Ley Provincial Nº 5.555/2006,IGN,1310
-35.526943315,-69.7930869263596,264,falso,Área protegida,Reserva Provincial de Paisaje Protegido Castillos de Pincheira,Reserva Provincial de Paisaje Protegido,Castillos de Pincheira,2,3,17,SIAT Mendoza/IGN/Ley Provincial Nº 6.691/1999,IGN,4697
-32.3557534134999,-68.001389114828,268,falso,Área protegida,Reserva Provincial Faunística y Florística Telteca,Reserva Provincial Faunística y Florística,Telteca,2,3,17,SIB/IGN/Ley Provincial Nº 5.061/1986,IGN,384324
-33.5568433415,-67.1404027145082,269,falso,Área protegida,Reserva Provincial Forestal y de Biósfera Ñacunán (Lote 11),Reserva Provincial Forestal y de Biósfera,Ñacunán (Lote 11),2,3,17,SIB/IGN/Ley Provincial Nº 2.827/1961/Ley Provincial Nº 6.045/1993,IGN,79337
-33.75887257,-67.7735752793367,270,falso,Área protegida,Reserva Provincial Forestal y de Biósfera Ñacunán (Lote 9),Reserva Provincial Forestal y de Biósfera,Ñacunán (Lote 9),2,3,17,SIB/IGN/Ley Provincial Nº 2.827/1961/Ley Provincial Nº 6.045/1993,IGN,152453
-34.811710247,-67.3303116831538,271,falso,Área protegida,Reserva de Uso Múltiple Sierra Pintada,Reserva de Uso Múltiple,Sierra Pintada,2,5,3,SIB/IGN/Resolución Provincial Nº 2.088/1996,IGN,46313
-31.5424108369999,-68.6990188666553,272,falso,Área protegida,Parque Provincial Presidente Sarmiento,Parque Provincial,Presidente Sarmiento,1,3,17,SIB/IGN/Ley Provincial Nº 7.586/2005,IGN,9195
-45.956499133,-67.5440804723241,279,falso,Área protegida,Reserva Natural Turística y de Investigación Punta Marqués,Reserva Natural Turística y de Investigación,Punta Marqués,2,4,17,SIB/IGN/Ley Provincial Nº 2.580/1985,IGN,966
-31.4479486374999,-68.6809171864632,273,falso,Área protegida,Parque Natural y Paisaje Protegido Afloramientos Limo arcillosos,Parque Natural y Paisaje Protegido,Afloramientos Limo arcillosos,1,3,17,SIB/IGN/Ley Provincial Nº 7.308/2002,IGN,6551
-31.454668509,-68.6147056671092,274,falso,Área protegida,Parque Natural y Paisaje Protegido Loma de las Tapias,Parque Natural y Paisaje Protegido,Loma de las Tapias,1,3,17,SIB/IGN/Ley Provincial Nº 7.307/2002,IGN,55816
-36.803864623,-71.0450276079166,275,falso,Área protegida,Reserva Provincial Lagunas de Epulafquen,Reserva Provincial,Lagunas de Epulafquen,2,3,17,SIB/IGN/Mapa Provincial Neuquén,IGN,306566
-29.8906666984999,-67.8730941705807,276,falso,Área protegida,Parque Nacional Talampaya,Parque Nacional,Talampaya,1,2,17,SIB/IGN/Ley Nacional Nº 24846/1997,IGN,2132167
-31.9021894209999,-69.2517464785476,277,falso,Área protegida,Parque Nacional El Leoncito,Parque Nacional,El Leoncito,1,2,17,SIB/IGN/Ley Nacional Nº 25.656/2002,IGN,902265
-25.2984937969999,-65.9150745485982,278,falso,Área protegida,Parque Nacional Los Cardones,Parque Nacional,Los Cardones,1,2,17,SIB/IGN/Ley Nacional Nº 24.737/1996,IGN,646695
-33.6076680325,-69.383119573322,281,falso,Área protegida,Reserva Paisajística Natural y Cultural Protegida El Manzano Histórico,Reserva Paisajística Natural y Cultural Protegida,El Manzano Histórico,2,3,17,SIAT Mendoza/IGN/Ley Provincial Nº 6.128/1994,IGN,9340
-32.83865,-69.9114289682539,282,falso,Área protegida,Monumento Natural Puente del Inca,Monumento Natural,Puente del Inca,3,3,17,SIAT Mendoza/IGN/Ley Provincial Nº 7465/1999,IGN,5431
-34.683700454,-70.0566557943381,283,falso,Área protegida,Reserva de Recursos y Reserva Hídrica Natural Lagunas del Atuel,Reserva de Recursos y Reserva Hídrica Natural,Lagunas del Atuel,2,3,17,SIAT Mendoza/IGN,IGN,1295899
-23.365899972,-63.28749390659,286,falso,Área protegida,Refugio de Vida Silvestre Dragones,Refugio de Vida Silvestre,Dragones,2,5,3,SIB/IGN/Decreto Provincial Nº 3.720/2007,IGN,36938
-25.864758238,-65.7184538969562,287,falso,Área protegida,Reserva Natural Manejada de la Quebrada de Cafayate,Reserva Natural Manejada,de la Quebrada de Cafayate,2,3,17,SIB/IGN/Ley Provincial Nº 6.808/1995,IGN,953140
-25.7164064529999,-66.1234374742948,288,falso,Área protegida,Monumento Natural de Angastaco,Monumento Natural,de Angastaco,3,3,17,SIB/IGN/Ley Provincial 6.808/1995,IGN,137414
-24.1167150389999,-64.3820211407035,307,falso,Área protegida,Reserva Natural Provincial Las Lancitas,Reserva Natural Provincial,Las Lancitas,2,3,17,DIPEC/IGN04/IGN01,IGN,110828
-36.5900764715,-69.0032068710735,315,falso,Área protegida,Área Provincial Natural Protegida La Payunia,Área Provincial Natural Protegida,La Payunia,2,3,17,SIAT Mendoza/IGN/Ley Provincial Nº 8.224/2010,IGN,6827155
-35.661243245,-69.1300592156776,284,falso,Área protegida,Reserva Provincial Fáunica Laguna de Llancanelo,Reserva Provincial Fáunica,Laguna de Llancanelo,2,3,17,SIB/IGN/Mapa Provincial IGN Mendoza,IGN,889507
-25.0915101999999,-63.8182097281395,293,falso,Área protegida,Reserva Privada Inversora Juramento,Reserva Privada,Inversora Juramento,2,5,3,,MAyDS,126391
-31.4602572599999,-68.7600302749715,294,falso,Área protegida,Paisaje Protegido Dique Quebrada de Ullum,Paisaje Protegido,Dique Quebrada de Ullum,2,3,3,,MAyDS,4396
-24.7714484659999,-65.3741890507072,285,falso,Área protegida,Reserva Pública Bosques Protectores,Reserva Pública,Bosques Protectores,2,3,17,SIB/IGN/Decreto Provincial Nº 3.489/1995,IGN,18414
-22.1586842099999,-63.9073587569813,306,falso,Área protegida,Reserva Provincial de Flora y Fauna Acambuco,Reserva Provincial de Flora y Fauna,Acambuco,2,3,17,SIB/IGN/Ley Provincial Nº 5.360/1979,IGN,80995
-39.4252326355,-69.0804065018592,316,falso,Área protegida,Reserva de Uso Múltiple El Mangrullo,Reserva de Uso Múltiple,El Mangrullo,2,3,17,SIB/IGN/Ley Provincial Nº 7.307/2002,IGN,87517
-38.9660375045,-71.2216855991065,289,falso,Área protegida,Reserva Forestal Chañy,Reserva Forestal,Chañy,2,3,17,SIB/IGN/Decreto Provincial Nº 1.412/1968,IGN,49793
-35.6216232065,-69.1590264420414,290,falso,Área protegida,Sitio Ramsar Laguna de Llancanelo,Sitio Ramsar,Laguna de Llancanelo,2,2,17,,MAyDS,422251
-22.370113961,-64.0649981627817,291,falso,Área protegida,Reserva Natural de Uso Múltiple Fracciones 50 y 51 del Lote Fiscal 3,Reserva Natural de Uso Múltiple,Fracciones 50 y 51 del Lote Fiscal 3,2,3,17,,MAyDS,74870
-24.688859935,-64.7817749829305,292,falso,Área protegida,Reserva Natural Privada Garrapata,Reserva Natural Privada,Garrapata,2,5,3,,MAyDS,43527
-24.2233879205,-64.0090787579977,308,falso,Área protegida,Reserva de Fauna y Flora silvestre Lotes 32 y 33 porcion W,Reserva de Fauna y Flora silvestre,Lotes 32 y 33 porcion W,2,3,17,,MAyDS,200061
-22.6517707759999,-66.803524017122,295,falso,Área protegida,Sitio Ramsar Lagunas de Vilama,Sitio Ramsar,Lagunas de Vilama,2,2,17,DIPEC/IGN04/SAyDS,IGN,1568524
-22.3222103985,-66.0009331694774,296,falso,Área protegida,Reserva de Biósfera Laguna de los Pozuelos,Reserva de Biósfera,Laguna de los Pozuelos,2,2,17,IGN04/DIPEC,IGN,3777444
-23.2052234499999,-64.6868544930527,297,falso,Área protegida,Reserva de Biósfera de las Yungas,Reserva de Biósfera,de las Yungas,2,3,17,DIPEC/IGN04/SAyDS,IGN,13488705
-23.6084432669999,-64.8166046243721,298,falso,Área protegida,Parque Nacional Calilegua,Parque Nacional,Calilegua,1,2,17,DIPEC/IGN04/SIB,IGN,773152
-22.7981754404999,-64.4868541723773,305,falso,Área protegida,Parque Provincial Laguna Pintascayo,Parque Provincial,Laguna Pintascayo,1,3,17,SIB/IGN/Decreto Provincial Nº 3.273/2000,IGN,158109
-23.151405555,-66.9654733703185,299,falso,Área protegida,Reserva Provincial Altoandina de la Chinchilla,Reserva Provincial,Altoandina de la Chinchilla,2,3,17,SAyDS/IGN04/Decreto Provincial 2213-E-92,IGN,3170373
-24.6978373965,-66.2690562920414,302,falso,Área protegida,Monumento Natural del Abra del Acay,Monumento Natural,del Abra del Acay,3,3,17,SIB/IGN/Ley Provincial Nº 6.808/1995,IGN,381809
-23.314984017,-65.4558129749267,303,falso,Área protegida,Patrimonio Mundial Cultural de la Humanidad Quebrada de Humahuaca,Patrimonio Mundial Cultural de la Humanidad,Quebrada de Humahuaca,2,3,17,DIPEC/IGN04/UNESCO,IGN,5472465
-24.1099210739999,-65.4476866658739,304,falso,Área protegida,Parque Provincial Potrero de Yala,Parque Provincial,Potrero de Yala,1,3,17,DIPEC/IGN04/SIB,IGN,44606
-41.8137366604999,-71.6688106466257,329,falso,Área protegida,Área Natural Protegida Río Azul - Lago Escondido,Área Natural Protegida,Río Azul - Lago Escondido,2,3,17,SIB/IGN/Ley Provincial Nº 2.833/1994,IGN,771352
-31.7370711474999,-69.7137149141701,317,falso,Área protegida,Refugio Privado de Vida Silvestre Los Morrillos,Refugio Privado de Vida Silvestre,Los Morrillos,2,5,3,SIB/IGN/Convenio Propietario/Fundación S/N /1993,IGN,195532
-24.4337262489999,-65.2805871143914,309,falso,Área protegida,Área Natural Protegida Provincial Los Diques,Área Natural Protegida Provincial,Los Diques,2,3,17,SAyDS/IGN04/Ley Provincial 5365/2003,IGN,209374
-24.754764717,-65.5410866002439,310,falso,Área protegida,Reserva Natural de Uso Múltiple Finca Las Costas,Reserva Natural de Uso Múltiple,Finca Las Costas,2,3,17,SIB/RIDES/IGN,IGN,108087
-31.13037777,-67.6079896561001,311,falso,Área protegida,Parque Natural Valle Fértil,Parque Natural,Valle Fértil,1,3,17,SIB/IGN/Ley Provincial Nº 3.666/1971,IGN,8039778
-32.8791291739999,-68.9181561564365,312,falso,Área protegida,Reserva Natural Provincial Divisadero Largo,Reserva Natural Provincial,Divisadero Largo,2,3,17,SIB/IGN/Decreto Provincial Nº 2.192/1970,IGN,5081
-33.020522561,-69.4298096357904,313,falso,Área protegida,Parque Provincial Cordon del Plata,Parque Provincial,Cordon del Plata,1,3,17,SIB/IGN/Ley Provincial Nº 307/1994,IGN,1753389
-34.17166751,-69.5359844489831,314,falso,Área protegida,Reserva Provincial Hídrica Natural y de Paisaje Protegido Laguna del Diamante,Reserva Provincial Hídrica y de Paisaje Protegido,Laguna del Diamante,2,3,17,SIB/IGN/Ley Provincial Nº 307/1994,IGN,1968190
-43.153472892,-70.4432893187813,318,falso,Área protegida,Reserva Natural Turística de Objetivo Específico Laguna Aleusco,Reserva Natural Turística de Objetivo Específico,Laguna Aleusco,2,3,17,SIB/IGN/Ley Provincial Nº XXIII - Nº 12,IGN,10158
-39.3721051185,-68.6202567686221,319,falso,Área protegida,Paisaje Protegido Valle Cretacico,Paisaje Protegido,Valle Cretacico,2,4,17,SIB/IGN/Mapa Provincial IGN La Pampa,IGN,2427132
-24.1887332499999,-63.9537535606053,320,falso,Área protegida,Reserva Nacional Pizarro,Reserva Nacional,Pizarro,2,2,17,SAyDS/IGN04/SIB/IGN01,IGN,84887
-42.1765931675,-71.51429500426,330,falso,Área protegida,Reserva Forestal de Uso Múltiple Lago Epuyén,Reserva Forestal de Uso Múltiple,Lago Epuyén,2,3,17,SIB/IGN/418/03,IGN,188580
-22.179150194,-63.8251869064088,321,falso,Área protegida,Reserva de Uso Múltiple Lotes 1703-1704-4325-4326-4336-19866,Reserva de Uso Múltiple,Lotes 1703-1704-4325-4326-4336-19866,2,5,3,,MAyDS,251927
-22.5874355855,-64.6341171343303,322,falso,Área protegida,Parque Nacional Baritú,Parque Nacional,Baritú,1,2,17,SIB/IGN/Ley Nacional Nº 20656/1974,IGN,682349
-24.1880796804999,-65.1425024131438,323,falso,Área protegida,Reserva Ecológica Municipal de Uso Múltiple Serranías del Zapla,Reserva Ecológica Municipal de Uso Múltiple,Serranías del Zapla,2,4,17,IGN04/Fundación Proyungas/Ordenanza Mun.756/2003,IGN,371319
-23.0265788464999,-65.2514288866424,324,falso,Área protegida,Monumento Natural Provincial Laguna Leandro,Monumento Natural Provincial,Laguna Leandro,3,3,17,IGN02/IGN04/APN,IGN,337
-33.043071863,-67.1457262519343,325,falso,Área protegida,"Sitio Ramsar Lagunas de Guanacache, Desaguadero y del Bebedero",Sitio Ramsar,"Lagunas de Guanacache, Desaguadero y del Bebedero",2,2,17,SIB/IGN/Ramsar,IGN,9646744
-40.3375961825,-71.4385542603006,336,falso,Área protegida,Reserva Nacional Lanín,Reserva Nacional,Lanín,2,2,17,,IGN,1933017
-40.8250961705,-71.6287248462203,334,falso,Área protegida,Parque Nacional Los Arrayanes,Parque Nacional,Los Arrayanes,1,2,17,SIB/IGN/Ley Nacional Nº 19.292/1971,IGN,17856
-39.84566578,-71.1819171354439,332,falso,Área protegida,Área Natural Protegida Boca del Chimehuín,Área Natural Protegida,Boca del Chimehuín,2,3,17,SIB/IGN/Ley Provincial Nº 2.345,IGN,17344
-40.8996805614999,-71.0212897428552,333,falso,Área protegida,Paisaje Protegido Río Limay,Paisaje Protegido,Río Limay,2,3,17,SIB/IGN/Ley Provincial Nº 2.946/1996,IGN,168077
-43.2671425754999,-71.699028607999,341,falso,Área protegida,Reserva Provincial Lago Baggilt,Reserva Provincial,Lago Baggilt,2,3,17,SIB/IGN/500K,IGN,17290
-43.1828563955,-71.4878277870463,342,falso,Área protegida,Reserva Natural Turística Nant y Fall (Arroyo Las Caídas),Reserva Natural Turística,Nant y Fall (Arroyo Las Caídas),2,3,17,SIB/IGN/Ley Provincial Nº 4.050/1995,IGN,3613
-32.5664020835,-67.1465968860913,326,falso,Área protegida,Parque Nacional Sierra de las Quijadas,Parque Nacional,Sierra de las Quijadas,1,2,17,SIB/IGN/Ley Nacional Nº 24.015/1991,IGN,745001
-41.2965775814999,-71.3830954573749,327,falso,Área protegida,Reserva de Biósfera Andino Norpatagónica,Reserva de Biósfera,Andino Norpatagónica,2,3,17,SIB/IGN/UNESCO,IGN,23573774
-41.7282614855,-71.4174917706013,328,falso,Área protegida,Área Natural Protegida Cipresal de las Guaitecas,Área Natural Protegida,Cipresal de las Guaitecas,2,3,17,SIB/IGN/Ley Provincial Nº 4.047/2005,IGN,38913
-42.2630342619999,-71.8687560885585,331,falso,Área protegida,Parque Provincial y Reserva Forestal Río Turbio,Parque Provincial y Reserva Forestal,Río Turbio,1,3,17,SIB/IGN/Ley Provincial Nº 4.054/1994,IGN,713446
-39.573103244,-71.2232991005023,335,falso,Área protegida,Parque Nacional Lanín,Parque Nacional,Lanín,1,2,17,,IGN,2182554
-41.6884539055,-71.7380790707888,344,falso,Área protegida,Parque Provincial Azul,Parque Provincial,Azul,2,3,17,MAyDS,IGN,71720
-23.3696334475,-64.9773424690757,345,falso,Área protegida,Itinerario Cultural Qhapaq Ñan - Sistema Vial Andino,Itinerario Cultural,Qhapaq Ñan - Sistema Vial Andino,2,3,17,INAPL/IGN04,IGN,182
-31.8301593569999,-58.3350388693997,349,falso,Área protegida,Refugio Privado de Vida Silvestre La Aurora del Palmar,Refugio Privado de Vida Silvestre,La Aurora del Palmar,2,5,3,SIB/IGN/Convenio Propietario/Fundación,IGN,20633
-35.3431931849999,-57.2037297513409,350,falso,Área protegida,Reserva de Biósfera Parque Costero del Sur,Reserva de Biósfera,Parque Costero del Sur,2,3,17,SIB/IGN/Decreto Provincial Nº 7585/1984,IGN,261465
-25.0525510175,-58.1310790045263,373,falso,Área protegida,Sitio RAMSAR y Parque Nacional Río Pilcomayo,Sitio RAMSAR y Parque Nacional,Río Pilcomayo,2,2,17,,MAyDS,510557
-32.574482676,-69.0322397768871,375,falso,Área protegida,Sitio RAMSAR y Reserva Natural Privada Villavicencio,Sitio RAMSAR y Reserva Natural Privada,Villavicencio,2,5,3,SIB/IGN/Resolución Nº 1.065/2000,IGN,624292
-28.5368438635,-57.1586352939792,376,falso,Área protegida,Sitios Ramsar Lagunas y Esteros del Iberá,Sitio Ramsar,Lagunas y Esteros del Iberá,2,2,17,,MAyDS,223389
-25.8939728284999,-54.4114155077305,346,falso,Área protegida,Monumento Natural Isla Palacios,Monumento Natural,Isla Palacios,3,3,17,SIB/IGN/Ley Provincial Nº 3.302/1996,IGN,1095
-35.9750094529999,-57.413642234434,347,falso,Área protegida,Sitio Ramsar Bahia Samborombon,Sitio Ramsar,Bahia Samborombon,2,2,17,,MAyDS,1801780
-27.1544753974999,-53.9072109318872,348,falso,Área protegida,Parque Provincial Moconá,Parque Provincial,Moconá,1,3,17,SIB/IGN/Ley Provincial Nº 2.932/1992,IGN,10095
-26.9922317559999,-65.7895345143756,360,falso,Área protegida,Parque Nacional Aconquija,Parque Nacional,Aconquija,1,2,17,RIDES/SIB/IGN/Ley Provincial Nº 2.439/1940,IGN,1250357
-22.2635843569999,-64.7629435141135,351,falso,Área protegida,Reserva Nacional El Nogalar de los Toldos,Reserva Nacional,El Nogalar de los Toldos,2,2,17,SIB/IGN/Ley Nacional Nº 26129/2006,IGN,32739
-36.341814041,-56.9827434466309,352,falso,Área protegida,Reserva Natural Provincial Integral y de Objetivo Definido Rincón de Ajó,Reserva Natural Provincial Integral y de Objetivo,Rincón de Ajó,2,3,17,SIB/IGN/Decreto Provincial Nº 6.276/1987,IGN,13995
-28.4181599124999,-57.7374432956841,353,falso,Área protegida,Reserva Nacional Iberá-Núcleo Carambola,Reserva Nacional,Iberá-Núcleo Carambola,2,2,17,IGN/Ley Nacional Nº 27481/2018,IGN,75177
-25.7878582764999,-61.8767736100278,361,falso,Área protegida,Parque Nacional y Reserva de Uso Múltiple Copo,Parque Nacional y  Reserva de Uso Múltiple,Copo,1,2,17,SIB/IGN/Ley Provincial Nº 6.601/2002/Ley Provincial Nº 6.843/2007 y SIB/IGN/Ley Provincial N° 25.,IGN,1966112
-50.347532415,-68.8920626397046,354,falso,Área protegida,Reserva Provincial Isla Monte Leon,Reserva Provincial,Isla Monte Leon,2,4,17,,MAyDS,4734
-36.357916389,-56.874839035732,355,falso,Área protegida,Parque Nacional Campos del Tuyú,Parque Nacional,Campos del Tuyú,1,2,17,SIB/IGN/Ley Nacional Nº 26.499/2009,IGN,30485
-34.2366142849999,-58.8834642859808,356,falso,Área protegida,Parque Nacional Ciervo de los Pantanos,Parque Nacional,Ciervo de los Pantanos,1,2,17,SIB/IGN/APN,IGN,56098
-34.1635135,-58.5501258881508,357,falso,Área protegida,Reserva de Biósfera Delta del Paraná,Reserva de Biósfera,Delta del Paraná,2,3,17,SIB/IGN/Decreto Municipal Nº 1.303/2000,IGN,1029920
-32.8569200439999,-60.3329885892685,358,falso,Área protegida,Reserva de Uso Múltiple Islas de Victoria,Reserva de Uso Múltiple,Islas de Victoria,2,3,17,SIB/IGN/Ley Provincial Nº 8.967,IGN,4352305
-34.2366142849999,-58.8834642859808,359,falso,Área protegida,Sitios RAMSAR Reserva Natural Otamendi,Sitio Ramsar,Reserva Natural Otamendi,2,2,17,,MAyDS,41346
-34.6069864034999,-58.3526225057416,363,falso,Área protegida,Sitio RAMSAR y Reserva Ecológica Costanera Sur,Sitio RAMSAR y Reserva Ecológica,Costanera Sur,2,4,17,IGN/Portal Ofical de la Ciudad Autónoma de Buenos Aires,IGN,3321
-37.1065159425,-70.0499654761971,364,falso,Área protegida,Sitio RAMSAR y Parque Provincial del Tromen,Sitio RAMSAR y Parque Provincial,del Tromen,2,4,17,SIB/IGN/Decreto Provincial Nº 1.954/1971,IGN,300058
-28.2748196094999,-57.0526107622004,365,falso,Área protegida,Parque y Reserva Natural Provincial Iberá,Parque y Reserva Natural Provincial,Iberá,1,3,17,IGN/Ley Provincial Nº 3771/1983,IGN,10687229
-39.030933509,-70.3546687396745,366,falso,Área protegida,"Sitio RAMSAR, Parque y Reserva Nacional Laguna Blanca","Sitio RAMSAR, Parque y Reserva Nacional",Laguna Blanca,2,2,17,SIB/IGN/Decreto-Ley Nacional N°63.691/1940,IGN,112448
-26.259010439,-66.8270272022045,367,falso,Área protegida,Reserva de la Biósfera y Reserva Natural Laguna Blanca,Reserva de la Biósfera y Reserva Natural,Laguna Blanca,2,2,17,,IGN,6494213
-28.462108071,-69.0254271408964,368,falso,Área protegida,Sitio RAMSAR y Refugio ProvincialLaguna Brava,Sitio RAMSAR y Refugio Provincial,Laguna Brava,2,3,17,SIB/IGN/Ley Provincial Nº 3.944/1980,IGN,4228376
-22.356929175,-66.0061744023066,369,falso,Área protegida,Sitio RAMSAR y Monumento Natural Laguna de los Pozuelos,Sitio RAMSAR y Monumento Natural,Laguna de los Pozuelos,3,2,17,DIPEC/IGN04/Atlas IGN 2015,IGN,211099
-42.8426852895,-71.8757851536086,370,falso,Área protegida,Parque y Reserva Nacional Los Alerces,Parque y Reserva Nacional,Los Alerces,1,2,17,SIB/IGN/Decreto Nacional Nº 105.433/1937,IGN,1885277
-50.4136597995,-72.8555663645163,371,falso,Área protegida,Parque y Reserva Provincial Península de Magallanes,Parque y Reserva Provincial,Península de Magallanes,1,3,17,,MAyDS,454793
-34.8038888824999,-58.0677159477505,372,falso,Área protegida,Reserva Natural Provincial Integral Punta Lara,Reserva Natural Provincial Integral,Punta Lara,2,3,17,SIB/IGN/Decreto Provincial Nº 5.421/1958,IGN,55845
-28.6377561589999,-57.341252846461,378,falso,Área protegida,Parque y Reserva Nacional Iberá-Rincón del Socorro/Iberá,Parque y Reserva Nacional,Iberá-Rincón del Socorro/Iberá,1,2,17,,MAyDS,312879
-50.042785787,-68.4911295093243,379,falso,Área protegida,Área de Uso Limitado Bajo Protección Especial Isla Leones,Área de Uso Limitado Bajo Protección Especial,Isla Leones,2,3,17,SIB/IGN/Resolución Nº 720/1991,IGN,11817
-37.644798604,-57.3825087512199,380,falso,Área protegida,Reserva Natural Provincial de Uso Múltiple Mar Chiquita,Reserva Natural Provincial de Uso Múltiple,Mar Chiquita,2,3,17,SIB/IGN/OPDS,IGN,90020
-37.5822571275,-57.3893851992415,381,falso,Área protegida,Refugio de Vida Silvestre Mar Chiquita,Refugio de Vida Silvestre,Mar Chiquita,2,3,17,,MAyDS,629565
-29.2592787315,-69.2788189705662,377,falso,Área protegida,Parque Nacional San Guillermo,Parque Nacional,San Guillermo,1,2,17,SIB/IGN/Ley Nacional Nº 25.077/1998,IGN,1650043
-32.6759218246824,-69.9453947584146,395,falso,Área protegida,Parque Provincial Aconcagua,Parque Provincial,Aconcagua,1,3,17,SIB/IGN/Ley Provincial Nº 4.807/1983,IGN,657119
-37.7126109334999,-57.4062251726744,382,falso,Área protegida,Reserva Natural de la Defensa Mar Chiquita - Dragones de Malvinas,Reserva Natural de la Defensa,Mar Chiquita - Dragones de Malvinas,2,2,17,SIB/IGN/Protocolo adicional Nº 04/2009,IGN,18615
-37.6224099864999,-57.3459790631111,383,falso,Área protegida,Reserva de Biósfera Parque Atlántico Mar Chiquita,Reserva de Biósfera,Parque Atlántico Mar Chiquita,2,3,17,SIB/IGN/Ordenanza Municipal Mar Chiquita Nº 169/1990,IGN,286255
-52.3473518344999,-68.3957600234178,384,falso,Área protegida,Reserva Provincial Cabo Vírgenes,Reserva Provincial,Cabo Vírgenes,2,3,17,SIB/IGN/Ley Provincial Nº 1.806,IGN,26174
-51.57734792,-69.0291349407604,385,falso,Área protegida,Área de Uso Científico Bajo Protección Especial Isla Deseada,Área de Uso Científico Bajo Protección Especial,Isla Deseada,2,3,17,SIB/IGN/Disposición Nº 7/1990,IGN,244
-32.5853890684999,-69.7960552563147,386,falso,Área protegida,Reserva Natural de la Defensa Uspallata,Reserva Natural de la Defensa,Uspallata,0,0,0,SIB/ Protocolo adicional 14,IGN,415969
-30.3797784854999,-62.8107670519111,387,falso,Área protegida,Sitios RAMSAR y Reserva Provincial de Uso Múltiple Bañados del Río Dulce y Laguna de Mar Chiquita,Sitios RAMSAR y Reserva Provincial de Uso Múltipl,Bañados del Río Dulce y Laguna de Mar Chiquita,2,2,17,SIB/IGN/Decreto Provincial N° 3.215/1994,IGN,10726532
-30.705935793,-62.5977628421137,390,falso,Área protegida,Parque Nacional Ansenuza,Parque Nacional,Ansenuza,1,2,17,Ley 27673,IGN,1776194
-27.3971014999999,-55.6494866717739,388,falso,Area Protegida,Reserva Natural Silvestre Parque Federal Campo San Juan,Reserva Nacional,Campo San Juan,2,-1,-1,pfcamposanjuan@apn.gob.ar,IGN,57234
-41.4987831955,-64.984632737541,389,falso,Área protegida,Parque Nacional Islote Lobos,Parque Nacional,Islotes Lobos,1,2,17,SIB/IGN/Decreto Provincial Nº 1.402/1977,IGN,195383
